ACC_NO,traveldelay_15min_sum,traveldelay_15min_mean,affected_segments_nunique,SEG_ID_crash_x,ACC_DATE,ACC_TIME,hour,SEVERITY,day_of_week,daytype,peakhours,IN_20M_JCN,WEATHER,RAIN,ST_LGT,NO_VEH,NO_CSU,POLDIV,collision,heavy_ct,psn_distance,fs_distance,am_depot_distance,hos_distance,AADT,PedestrianExposure,SEVERITY_2type,NO_VEH_2type,ST_LGT_good,Region,FRC,FRC_string,SPEED,KPH,edge_degree,SEG_ID_crash_y,ID,AMD,AQU,BGD,BUS,CMF,COM,CUF,GOV,HNC,MUF,PAK,REM,RSF,SCH,TRF,TRH,TRS,UTI,food,traveldelay_15min_sum_perseg,heavey_involve,roadwork
9327,11.785603861169639,0.31852983408566593,10,_13440001408916201,2021-07-14,1736,17,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,NP,vehicle-vehicle,0,195.6904166124628,54.63872231320408,830.1577061587909,2508.0025872997708,71141.31525367923,307.509014822,Slight,equalorhigherthan2,bad,HKI,0,Main,70.0,120,3.847929813760197e-05,_13440001408916201,13440001408916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1785603861169638,n,0.0
9397,25.152866016031307,0.44915832171484477,20,_13440001318983200,2021-07-15,2111,21,Slight,Thursday,weekday,non-peak,No,Clear,Not raining,Good,1,1,WCH,single-vehicle,0,1002.9482286226888,339.99152817484224,474.5223682065525,517.6530721818618,97572.58721177671,707.085692972,Slight,lessthan2,good,HKI,1,Main,70.0,70,2.885947360320148e-05,_13440001318983200,13440001318983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2576433008015653,n,0.0
9455,21.964181426752862,0.4991859415171105,19,_13440003351829203,2021-07-17,900,9,Slight,Saturday,weekend,peak,Yes,Clear,Not raining,None,1,1,KC,vehicle-pedestrian,0,645.0184047896411,1069.9933418883754,1265.49569724076,489.91724440288215,43525.449026313945,8935.82127601853,Slight,lessthan2,bad,KL,5,Local,50.0,65,5.771894720640296e-05,_13440003351829203,13440003351829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1560095487764663,n,0.0
9463,32.53775403548722,1.6268877017743608,6,_13440001402437200,2021-07-17,1244,12,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Good,2,1,KT,vehicle-vehicle,0,1199.1908859574069,763.5364954099058,1438.5190972974974,1520.045299612719,32536.201856655105,527.41325978454,Slight,equalorhigherthan2,good,KL,3,Secondary,50.0,75,3.847929813760197e-05,_13440001402437200,13440001402437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.422959005914536,n,0.0
9504,62.59345471184509,0.47062747903642926,59,_13440001062149200,2021-07-18,58,0,Slight,Sunday,weekend,non-peak,Yes,Clear,Not raining,Good,2,1,KT,vehicle-vehicle,0,297.0525899613716,304.51389748486395,1105.4531007187902,1280.4549456505183,82085.68048931571,9747.14030245179,Slight,equalorhigherthan2,good,KL,1,Main,50.0,70,4.809912267200247e-05,_13440001062149200,13440001062149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.060906012065171,n,0.0
9520,27.216391823781905,0.46924813489279144,22,_13440001191150202,2021-07-18,1435,14,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Not lit,2,1,WTS,vehicle-vehicle,0,471.31001670041553,884.0192177728162,845.2566082983476,570.4392924124014,10833.824736286504,3636.59744648622,Slight,equalorhigherthan2,bad,KL,4,Local,50.0,45,4.809912267200247e-05,_13440001191150202,13440001191150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2371087192628138,n,0.0
9654,94.52540590591813,0.6474342870268366,54,_13440003354065200,2021-07-21,815,8,Serious,Wednesday,weekday,peak,No,Clear,Not raining,Daylight,2,1,WTS,single-vehicle,0,626.147337980188,1005.924633532996,974.5151842929156,1045.4084198547096,64148.27903500254,7004.6662898686,KSI,equalorhigherthan2,good,KL,3,Secondary,50.0,75,4.809912267200247e-05,_13440003354065200,13440003354065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7504704797392248,n,0.0
9665,2.8831888391375076,0.06134444338590442,17,_13440003324243201,2021-07-21,1243,12,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,WCH,vehicle-vehicle,0,1194.2501864619064,213.22756850024567,600.8243479664234,657.1754992077134,101949.20611223028,1587.89019133,Slight,equalorhigherthan2,bad,HKI,1,Main,70.0,100,3.847929813760197e-05,_13440003324243201,13440003324243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16959934347867692,n,0.0
9736,23.54828161393307,0.8721585782938175,7,_13440001350978203,2021-07-22,1905,19,Slight,Thursday,weekday,peak,No,Clear,Not raining,Good,2,1,HH,vehicle-vehicle,0,704.8829250529653,470.5072678918893,765.3358354047745,1305.1820940494902,24157.32175043902,0.0,Slight,equalorhigherthan2,good,KL,2,Main,70.0,60,3.847929813760197e-05,_13440001350978203,13440001350978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.364040230561867,n,0.0
9748,20.21374812819378,0.3887259255421881,16,_13440001408952200,2021-07-23,816,8,Serious,Friday,weekday,peak,No,Clear,Not raining,Not lit,2,1,WTS,vehicle-vehicle,0,941.6125148032702,429.0047879561152,1051.807027598716,1294.3344199211554,70520.87810200544,780.2909824945,KSI,equalorhigherthan2,bad,KL,1,Main,70.0,100,6.733877174080345e-05,_13440001408952200,13440001408952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2633592580121114,n,0.0
9749,26.962901429840645,0.6740725357460161,19,_13440001633383200,2021-07-23,840,8,Slight,Friday,weekday,peak,No,Clear,Not raining,Not lit,3,1,WTS,vehicle-vehicle,0,641.8035900114276,991.0333715529372,988.055668440804,1062.6866034204022,59032.555595940816,983.7862192246,Slight,equalorhigherthan2,bad,KL,3,Secondary,70.0,75,6.733877174080345e-05,_13440001633383200,13440001633383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4191000752547709,n,0.0
9832,27.71735508774279,0.4543828702908654,29,_13440003321559200,2021-07-24,1515,15,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Daylight,2,1,WTS,vehicle-vehicle,0,871.9235959246248,229.65179531499228,1418.3893034800235,1696.5588170447752,14841.817112490127,9101.07343155653,Slight,equalorhigherthan2,good,KL,3,Secondary,70.0,60,6.733877174080345e-05,_13440003321559200,13440003321559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9557708650945789,n,0.0
9963,36.29537793515012,0.6721366284287059,28,_13440001412233200,2021-07-27,1800,18,Slight,Tuesday,weekday,peak,No,Clear,Not raining,Not lit,2,1,WCH,vehicle-vehicle,0,910.4753596545476,430.0517186701696,470.0364802861755,463.6000634751488,69767.21402407016,1170.5158015103,Slight,equalorhigherthan2,bad,HKI,1,Main,70.0,70,3.847929813760197e-05,_13440001412233200,13440001412233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.296263497683933,n,0.0
9978,100.2672102890715,0.6640212601925265,83,_13440001367365200,2021-07-28,830,8,Slight,Wednesday,weekday,peak,Yes,Clear,Not raining,Daylight,1,1,MK,single-vehicle,1,564.6279646296455,686.7657139745257,739.0499677651092,557.6115165834914,23986.64930784862,210611.137803177,Slight,lessthan2,good,KL,3,Secondary,50.0,60,5.771894720640296e-05,_13440001367365200,13440001367365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2080386781815844,y,0.0
9996,8.05712226427546,0.18311641509716955,18,_13440003324243201,2021-07-28,1337,13,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,1,1,WCH,vehicle-pedestrian,0,1209.317433029658,206.0851153509796,610.020611007204,666.6202591263904,101949.20611223028,1587.89019133,Slight,lessthan2,bad,HKI,1,Main,70.0,100,3.847929813760197e-05,_13440003324243201,13440003324243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4476179035708589,n,0.0
10011,91.86279878676565,0.8427779705207858,41,_13440001042123200,2021-07-28,2030,20,Slight,Wednesday,weekday,peak,No,Clear,Not raining,Good,2,1,KT,vehicle-vehicle,0,623.4233539526706,144.6752408078689,1372.1510750412783,1286.3548170849033,20936.626040396557,55307.8268543767,Slight,equalorhigherthan2,good,KL,5,Local,50.0,45,6.733877174080345e-05,_13440001042123200,13440001042123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.240556067969894,n,0.0
10119,5.0072412311035785,0.13909003419732163,13,_13440003337184202,2021-07-31,300,3,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Good,2,1,NP,vehicle-vehicle,0,1508.0746609596747,888.4789423498088,881.0291948662339,1711.4919762078996,112366.21142883024,673.879130822,Slight,equalorhigherthan2,good,HKI,0,Main,70.0,120,5.771894720640296e-05,_13440003337184202,13440003337184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385172402392583,n,0.0
10330,71.55328077004972,0.5185020345655778,50,_13440001622381200,2021-08-04,2005,20,Slight,Wednesday,weekday,peak,No,Clear,Not raining,Not lit,2,2,C,vehicle-vehicle,0,1128.9011857151268,572.0646031660428,2261.1657703406595,535.0761482995621,19916.423443332704,27301.2782953367,Slight,equalorhigherthan2,bad,HKI,6,Local,50.0,35,5.771894720640296e-05,_13440001622381200,13440001622381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4310656154009944,n,0.0
10331,104.35672149843198,0.6324649787783756,83,_13440001402129200,2021-08-04,2005,20,Slight,Wednesday,weekday,peak,No,Clear,Not raining,Good,2,1,C,vehicle-vehicle,0,901.9353645129142,746.7039712300519,2547.9577447489523,512.2201507604801,9639.682800057608,10213.9011921149,Slight,equalorhigherthan2,good,HKI,6,Local,50.0,35,4.809912267200247e-05,_13440001402129200,13440001402129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.2573098975714696,n,0.0
10466,16.502479391751883,0.35111658280323155,13,_13440001288112202,2021-08-07,1512,15,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Daylight,2,1,KC,vehicle-vehicle,0,808.220906697621,1090.0392686533714,1124.583861625637,794.3870366147022,13538.04873259778,1990.99357211297,Slight,equalorhigherthan2,good,KL,3,Secondary,70.0,75,3.847929813760197e-05,_13440001288112202,13440001288112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2694214916732218,n,0.0
10482,4.554796644439146,0.11678965754972169,12,_13440001381554201,2021-08-07,1840,18,Slight,Saturday,weekend,peak,Yes,Clear,Not raining,Good,1,1,CSW,single-vehicle,1,583.3777794374987,220.61141255168332,77.4103069272629,752.9861051567727,41942.77179797288,196.134658,Slight,lessthan2,good,KL,2,Main,70.0,60,3.847929813760197e-05,_13440001381554201,13440001381554,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3795663870365955,y,0.0
10510,10.007480001972866,0.21755391308636665,18,_13440003324243202,2021-08-08,940,9,Slight,Sunday,weekend,peak,No,Clear,Not raining,Not lit,2,1,WCH,vehicle-vehicle,0,1164.4391839833338,228.20710719085704,581.5404311330825,637.3385929243477,98274.4954140884,1587.89019133,Slight,equalorhigherthan2,bad,HKI,1,Main,70.0,100,4.809912267200247e-05,_13440003324243202,13440003324243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5559711112207147,n,0.0
10525,74.07721828919577,0.9876962438559436,38,_13440003354065200,2021-08-08,1455,14,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Not lit,2,2,WTS,vehicle-vehicle,0,626.1830477573991,1007.5504035577798,974.8382802177474,1043.9360397558837,64148.27903500254,7004.6662898686,Slight,equalorhigherthan2,bad,KL,3,Secondary,50.0,75,4.809912267200247e-05,_13440003354065200,13440003354065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.9494004812946255,n,0.0
10621,213.66125028161048,1.310805216451598,72,_13440001360914201,2021-08-10,1624,16,Serious,Tuesday,weekday,non-peak,No,Clear,Not raining,Not lit,3,3,WCH,vehicle-vehicle,0,735.9373472975963,282.133468359486,499.9055552345983,391.6097742559866,70512.62991568857,1170.5158015103,KSI,equalorhigherthan2,bad,HKI,1,Main,70.0,70,3.847929813760197e-05,_13440001360914201,13440001360914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.967517365022368,n,0.0
10684,10.123026245152985,0.42179276021470774,8,_13440003347676200,2021-08-11,2315,23,Slight,Wednesday,weekday,non-peak,No,Clear,Not raining,Not lit,2,1,CW,vehicle-vehicle,0,1610.0709861845066,799.5400826698099,945.5437539790156,1630.6027365168354,81796.39053870428,0.0,Slight,equalorhigherthan2,bad,HKI,0,Main,70.0,120,5.771894720640296e-05,_13440003347676200,13440003347676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2653782806441232,n,0.0
10694,82.66556293344789,2.431340086277879,13,_13440001402054202,2021-08-12,750,7,Slight,Thursday,weekday,peak,No,Clear,Not raining,Not lit,2,1,CSW,vehicle-vehicle,0,922.7888835578956,559.7210821153952,367.9298510899752,442.8683483095068,30841.8135265909,1130.181864006,Slight,equalorhigherthan2,bad,KL,2,Main,70.0,60,5.771894720640296e-05,_13440001402054202,13440001402054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.358889456419068,n,0.0
10745,58.73762515713605,0.5993635220115924,45,_13440002150492200,2021-08-13,835,8,Slight,Friday,weekday,peak,No,Clear,Not raining,Daylight,2,1,KWC,vehicle-vehicle,0,1210.0007139104323,652.3384047543202,669.1466461023344,1528.233711887723,14083.135332975256,2994.0119625983,Slight,equalorhigherthan2,good,NT,3,Secondary,50.0,60,5.771894720640296e-05,_13440002150492200,13440002150492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3052805590474679,n,0.0
10770,3.9169960996473856,0.16320817081864106,6,_13440001542191208,2021-08-13,1735,17,Serious,Friday,weekday,non-peak,No,Clear,Not raining,Daylight,3,4,TP,vehicle-vehicle,0,1941.503624003972,2508.635948532137,2707.1947620909696,2451.9537474050057,58809.30938259679,3083.6169497959,KSI,equalorhigherthan2,good,NT,0,Main,100.0,120,5.771894720640296e-05,_13440001542191208,13440001542191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6528326832745642,n,1.0
10782,52.15340893323059,0.4784716415892714,49,_13440001626544200,2021-08-13,2218,22,Slight,Friday,weekday,non-peak,Yes,Clear,Not raining,Good,2,2,HH,vehicle-vehicle,0,540.3266001717293,205.09828948102484,746.00620087051,1109.5543310631383,19914.59079177274,2422.5673790129,Slight,equalorhigherthan2,good,KL,3,Secondary,70.0,75,4.809912267200247e-05,_13440001626544200,13440001626544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0643552843516446,n,0.0
10805,6.359609987885018,0.2649837494952091,6,_13440003342528207,2021-08-14,1341,13,Slight,Saturday,weekend,non-peak,No,Clear,Light rain,None,3,1,TS,vehicle-vehicle,0,523.2879603012886,531.4312027316739,519.9755396069086,552.4539576831489,77531.3167024309,747.669869,Slight,equalorhigherthan2,bad,NT,1,Main,70.0,70,3.847929813760197e-05,_13440003342528207,13440003342528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0599349979808363,n,0.0
10812,6.684896135947299,0.15192945763516588,11,_13440001579894200,2021-08-14,1500,15,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Not lit,2,1,WCH,vehicle-vehicle,0,1288.4952784847774,182.5295882566101,659.7462407171897,717.2708514179475,78194.67471663414,65.12963,Slight,equalorhigherthan2,bad,HKI,1,Main,70.0,100,2.885947360320148e-05,_13440001579894200,13440001579894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6077178305406635,n,0.0
10815,156.38787424052697,0.9199286720030998,69,_13440001616696300,2021-08-14,1557,15,Slight,Saturday,weekend,non-peak,Yes,Clear,Not raining,Daylight,2,2,TP,vehicle-vehicle,1,582.2443902379157,913.8319026225698,1002.3390837644793,1354.0828298277618,18837.104693078112,495.0441464379,Slight,equalorhigherthan2,good,NT,4,Local,50.0,45,4.809912267200247e-05,_13440001616696300,13440001616696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26649093102213,y,0.0
10822,10.24992142440689,0.2562480356101723,19,_13440001373247201,2021-08-14,1828,18,Slight,Saturday,weekend,peak,Yes,Clear,Not raining,Good,1,2,CSW,vehicle-object,0,1211.505197110677,753.4254120200089,784.292384374033,353.9966566982859,51651.55731070715,56.388158,Slight,lessthan2,good,KL,1,Main,70.0,100,4.809912267200247e-05,_13440001373247201,13440001373247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5394695486529942,n,0.0
10844,48.469483063124585,0.4616141244107103,41,_13440001138611201,2021-08-15,1110,11,Slight,Sunday,weekend,non-peak,Yes,Clear,Not raining,Not lit,2,1,TKO,vehicle-vehicle,0,782.2767540208714,1580.8970722584688,1543.8026318509992,484.0055612716709,3664.824017198311,2273.027365008,Slight,equalorhigherthan2,bad,NT,7,Minor,50.0,20,4.809912267200247e-05,_13440001138611201,13440001138611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.182182513734746,n,0.0
10881,39.48067901524306,0.42000722356641557,39,_13440002036635201,2021-08-15,2243,22,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Good,4,2,WTS,vehicle-vehicle,0,1060.347043419722,318.2104428378768,1171.8831255888692,1409.2018962726495,72378.87031187513,7259.07194003344,Slight,equalorhigherthan2,good,KL,1,Main,50.0,100,3.847929813760197e-05,_13440002036635201,13440002036635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0123251029549503,n,0.0
10885,4.2146596112399735,0.12771695791636284,11,_13440003369913203,2021-08-15,2303,23,Slight,Sunday,weekend,non-peak,No,Clear,Light rain,Good,2,1,TP,vehicle-vehicle,0,2418.0880732328355,1602.1435158557222,1514.2514984783356,2574.583354766284,73235.16448437727,803.4133628441,Slight,equalorhigherthan2,good,NT,0,Main,70.0,120,4.809912267200247e-05,_13440003369913203,13440003369913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3831508737490885,n,0.0
10915,64.56998659889429,0.6330390843028851,43,_13440001369161202,2021-08-16,1827,18,Slight,Monday,weekday,peak,No,Clear,Not raining,Not lit,2,1,WCH,vehicle-vehicle,1,330.7733548755375,348.4192031984585,708.9274442745437,440.46846372408953,22263.04140895536,10327.9740995221,Slight,equalorhigherthan2,bad,HKI,3,Secondary,50.0,60,4.809912267200247e-05,_13440001369161202,13440001369161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.501627595323123,y,0.0
10919,47.88020212231748,0.8400035460055698,19,_13440001687329202,2021-08-16,1900,19,Slight,Monday,weekday,peak,No,Clear,Not raining,Good,2,1,WCH,vehicle-vehicle,1,1752.303344013578,516.1105850972873,1066.936656057816,650.2469596184388,22835.02984194039,0.0,Slight,equalorhigherthan2,good,HKI,4,Local,70.0,50,3.847929813760197e-05,_13440001687329202,13440001687329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5200106380167093,y,0.0
10924,123.9843486319793,0.7250546703624521,78,_13440001318775200,2021-08-16,2004,20,Slight,Monday,weekday,peak,Yes,Clear,Not raining,Good,1,1,YMT,vehicle-pedestrian,0,506.0648377104842,499.1009804041829,876.7817675523221,795.2195259932757,24132.52947747699,19036.8938084009,Slight,lessthan2,good,KL,5,Local,50.0,45,7.695859627520394e-05,_13440001318775200,13440001318775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5895429311792217,n,1.0
10941,0.3051631871792192,0.3051631871792192,1,_13440003335737301,2021-08-17,1051,10,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Not lit,3,3,TSW,vehicle-vehicle,0,5817.321366877001,1908.881028950265,5004.300907898133,4757.893610975758,12147.578364247624,0.0,Slight,equalorhigherthan2,bad,NT,0,Main,70.0,120,6.733877174080345e-05,_13440003335737301,13440003335737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3051631871792192,n,0.0
10952,61.315401997954105,0.6889371011006079,49,_13440003343043200,2021-08-17,1655,16,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Daylight,2,1,HH,mixed,0,152.53729029289545,422.141574463108,1138.1628849573922,1533.0151759511175,16655.12556107131,641.473956235,Slight,equalorhigherthan2,good,KL,4,Local,50.0,45,5.771894720640296e-05,_13440003343043200,13440003343043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2513347346521246,n,0.0
11107,140.04409834202053,1.5389461356265992,39,_13440003323729200,2021-08-21,1124,11,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Not lit,4,3,WCH,vehicle-vehicle,0,481.63740709536336,119.49045449755316,646.8703012061171,432.6244360513367,80404.40727909042,139.279875,Slight,equalorhigherthan2,bad,HKI,1,Main,70.0,100,3.847929813760197e-05,_13440003323729200,13440003323729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.590874316462065,n,0.0
11156,20.514988489641695,0.19725950470809323,46,_13440001237482200,2021-08-22,131,1,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Good,1,1,NTK,vehicle-object,0,585.9448054283336,315.67585528972774,347.22474318945154,395.4017149597097,19613.677648633875,16067.110168427,Slight,lessthan2,good,KL,5,Local,50.0,45,5.771894720640296e-05,_13440001237482200,13440001237482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4459780106443847,n,0.0
11160,103.98447055845577,0.51223877122392,98,_13440001367365200,2021-08-22,500,5,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Good,2,1,MK,vehicle-vehicle,1,564.6279646296455,686.7657139745257,739.0499677651092,557.6115165834914,23986.64930784862,210611.137803177,Slight,equalorhigherthan2,good,KL,3,Secondary,50.0,60,5.771894720640296e-05,_13440001367365200,13440001367365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0610660261066915,y,0.0
11176,130.5514115716882,0.7724935595957881,77,_13440001253041200,2021-08-22,1301,13,Slight,Sunday,weekend,non-peak,Yes,Clear,Not raining,Daylight,2,1,MK,vehicle-vehicle,0,635.0076460123325,601.62825936875,529.4061329219332,680.2662234081267,24050.773069250983,15987.1406996593,Slight,equalorhigherthan2,good,KL,3,Secondary,50.0,60,5.771894720640296e-05,_13440001253041200,13440001253041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6954728775543921,n,1.0
11208,8.249786104513293,0.22296719201387277,13,_13440001425449200,2021-08-22,2137,21,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Good,2,2,CW,vehicle-vehicle,0,545.1630170265393,631.9933141724631,643.9728488244879,2754.4525131282,51343.66884741541,1008.262004004,Slight,equalorhigherthan2,good,HKI,0,Main,70.0,120,6.733877174080345e-05,_13440001425449200,13440001425449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6345989311164071,n,0.0
11217,2.27559360136618,0.05988404214121527,10,_13440003337391202,2021-08-23,817,8,Slight,Monday,weekday,peak,No,Clear,Not raining,Daylight,2,1,YMT,vehicle-vehicle,0,677.515923306961,941.1737589953642,1329.509506217922,1478.2607323321636,66079.22793390037,1446.0739137751,Slight,equalorhigherthan2,good,KL,0,Main,70.0,120,4.809912267200247e-05,_13440003337391202,13440003337391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227559360136618,n,1.0
