ACC_NO,timeslot_15min,traveldelay_15min_sum,ACC_DATE,ACC_TIME,hour,SEVERITY,day_of_week,daytype,peakhours,IN_20M_JCN,WEATHER,RAIN,ST_LGT,NO_VEH,NO_CSU,collision,psn_distance,fs_distance,am_depot_distance,hos_distance,AADT,PedestrianExposure,ST_LGT_good,Region,FRC_string,SPEED,KPH,edge_degree,AMD,AQU,BGD,BUS,CMF,COM,CUF,GOV,HNC,MUF,PAK,REM,RSF,SCH,TRF,TRH,TRS,UTI,food,heavey_involve,roadwork
15264,traveldelay_15min_t3,0.1715221582031386,2021-11-16,1752,17,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Not lit,1,1,single-vehicle,845.502183824576,452.8339258568593,1594.4070531017371,1282.1927705637816,46222.72075213356,524.315797796,bad,HKI,Main,70.0,60,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,y,0.0
15264,traveldelay_15min_t4,0.9331711108816266,2021-11-16,1752,17,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Not lit,1,1,single-vehicle,845.502183824576,452.8339258568593,1594.4070531017371,1282.1927705637816,46222.72075213356,524.315797796,bad,HKI,Main,70.0,60,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,y,0.0
15269,traveldelay_15min_t1,4.444497785193676,2021-11-16,2102,21,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Good,1,1,single-vehicle,1276.4017879889473,917.32565430592,1507.6299748264892,378.9996828729053,19749.291249045506,8863.0048901709,good,HKI,Local,60.0,65,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y,0.0
15269,traveldelay_15min_t2,10.250325034971109,2021-11-16,2102,21,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Good,1,1,single-vehicle,1276.4017879889473,917.32565430592,1507.6299748264892,378.9996828729053,19749.291249045506,8863.0048901709,good,HKI,Local,60.0,65,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y,0.0
15269,traveldelay_15min_t3,7.334334673287764,2021-11-16,2102,21,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Good,1,1,single-vehicle,1276.4017879889473,917.32565430592,1507.6299748264892,378.9996828729053,19749.291249045506,8863.0048901709,good,HKI,Local,60.0,65,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y,0.0
15269,traveldelay_15min_t4,12.901872962524592,2021-11-16,2102,21,Slight,Tuesday,weekday,non-peak,No,Clear,Not raining,Good,1,1,single-vehicle,1276.4017879889473,917.32565430592,1507.6299748264892,378.9996828729053,19749.291249045506,8863.0048901709,good,HKI,Local,60.0,65,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y,0.0
15298,traveldelay_15min_t1,8.29120945150668,2021-11-17,1840,18,Slight,Wednesday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,881.6212914310364,416.5375767694316,467.3159649235699,444.8838364607325,69767.21402407016,1170.5158015103,good,HKI,Main,70.0,70,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15298,traveldelay_15min_t2,10.582618649199702,2021-11-17,1840,18,Slight,Wednesday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,881.6212914310364,416.5375767694316,467.3159649235699,444.8838364607325,69767.21402407016,1170.5158015103,good,HKI,Main,70.0,70,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15298,traveldelay_15min_t3,19.499882421229223,2021-11-17,1840,18,Slight,Wednesday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,881.6212914310364,416.5375767694316,467.3159649235699,444.8838364607325,69767.21402407016,1170.5158015103,good,HKI,Main,70.0,70,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15298,traveldelay_15min_t4,17.413506081307794,2021-11-17,1840,18,Slight,Wednesday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,881.6212914310364,416.5375767694316,467.3159649235699,444.8838364607325,69767.21402407016,1170.5158015103,good,HKI,Main,70.0,70,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15347,traveldelay_15min_t1,14.52181967006876,2021-11-18,1847,18,Slight,Thursday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,2176.8949949376065,885.3228964543816,1281.6428803173558,817.3133776453204,21969.70705813926,929.9852473254,good,HKI,Main,50.0,60,7.695859627520394e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15347,traveldelay_15min_t2,6.59561224306703,2021-11-18,1847,18,Slight,Thursday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,2176.8949949376065,885.3228964543816,1281.6428803173558,817.3133776453204,21969.70705813926,929.9852473254,good,HKI,Main,50.0,60,7.695859627520394e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15347,traveldelay_15min_t3,16.219344820506084,2021-11-18,1847,18,Slight,Thursday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,2176.8949949376065,885.3228964543816,1281.6428803173558,817.3133776453204,21969.70705813926,929.9852473254,good,HKI,Main,50.0,60,7.695859627520394e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15347,traveldelay_15min_t4,2.287956870823618,2021-11-18,1847,18,Slight,Thursday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,2176.8949949376065,885.3228964543816,1281.6428803173558,817.3133776453204,21969.70705813926,929.9852473254,good,HKI,Main,50.0,60,7.695859627520394e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15353,traveldelay_15min_t1,0.6439351369072036,2021-11-18,2130,21,Slight,Thursday,weekday,non-peak,Yes,Clear,Not raining,Good,1,1,single-vehicle,72.88010871139805,504.3090258531649,879.1587147678779,1429.5542099400684,33880.09699443337,0.0,good,KL,Secondary,70.0,50,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15353,traveldelay_15min_t2,4.995859700965423,2021-11-18,2130,21,Slight,Thursday,weekday,non-peak,Yes,Clear,Not raining,Good,1,1,single-vehicle,72.88010871139805,504.3090258531649,879.1587147678779,1429.5542099400684,33880.09699443337,0.0,good,KL,Secondary,70.0,50,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15353,traveldelay_15min_t3,1.7187893298230643,2021-11-18,2130,21,Slight,Thursday,weekday,non-peak,Yes,Clear,Not raining,Good,1,1,single-vehicle,72.88010871139805,504.3090258531649,879.1587147678779,1429.5542099400684,33880.09699443337,0.0,good,KL,Secondary,70.0,50,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15353,traveldelay_15min_t4,1.2445128687227205,2021-11-18,2130,21,Slight,Thursday,weekday,non-peak,Yes,Clear,Not raining,Good,1,1,single-vehicle,72.88010871139805,504.3090258531649,879.1587147678779,1429.5542099400684,33880.09699443337,0.0,good,KL,Secondary,70.0,50,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15368,traveldelay_15min_t1,10.999846729839655,2021-11-19,918,9,Slight,Friday,weekday,peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,1020.4864398946544,753.2113644134442,203.26062735705835,145.3769089881319,17349.78264926705,1304.5260230746,bad,HKI,Local,70.0,65,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15368,traveldelay_15min_t2,18.425025663133585,2021-11-19,918,9,Slight,Friday,weekday,peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,1020.4864398946544,753.2113644134442,203.26062735705835,145.3769089881319,17349.78264926705,1304.5260230746,bad,HKI,Local,70.0,65,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15368,traveldelay_15min_t3,29.21692946299144,2021-11-19,918,9,Slight,Friday,weekday,peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,1020.4864398946544,753.2113644134442,203.26062735705835,145.3769089881319,17349.78264926705,1304.5260230746,bad,HKI,Local,70.0,65,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15368,traveldelay_15min_t4,36.4056159095472,2021-11-19,918,9,Slight,Friday,weekday,peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,1020.4864398946544,753.2113644134442,203.26062735705835,145.3769089881319,17349.78264926705,1304.5260230746,bad,HKI,Local,70.0,65,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15373,traveldelay_15min_t1,3.0959753424014127,2021-11-19,1319,13,Slight,Friday,weekday,non-peak,Yes,Clear,Not raining,Daylight,2,1,vehicle-vehicle,583.3777794374987,220.6114125516833,77.4103069272629,752.9861051567727,41942.77179797288,196.134658,good,KL,Main,70.0,60,3.847929813760197e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15373,traveldelay_15min_t2,1.990727603041304,2021-11-19,1319,13,Slight,Friday,weekday,non-peak,Yes,Clear,Not raining,Daylight,2,1,vehicle-vehicle,583.3777794374987,220.6114125516833,77.4103069272629,752.9861051567727,41942.77179797288,196.134658,good,KL,Main,70.0,60,3.847929813760197e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15373,traveldelay_15min_t3,0.3447232699824429,2021-11-19,1319,13,Slight,Friday,weekday,non-peak,Yes,Clear,Not raining,Daylight,2,1,vehicle-vehicle,583.3777794374987,220.6114125516833,77.4103069272629,752.9861051567727,41942.77179797288,196.134658,good,KL,Main,70.0,60,3.847929813760197e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15373,traveldelay_15min_t4,2.2402210182310927,2021-11-19,1319,13,Slight,Friday,weekday,non-peak,Yes,Clear,Not raining,Daylight,2,1,vehicle-vehicle,583.3777794374987,220.6114125516833,77.4103069272629,752.9861051567727,41942.77179797288,196.134658,good,KL,Main,70.0,60,3.847929813760197e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15392,traveldelay_15min_t1,11.183765455659229,2021-11-19,1948,19,Slight,Friday,weekday,peak,No,Clear,Not raining,Good,3,2,vehicle-vehicle,1107.2528112160007,1108.8172718929873,1240.8125880776154,735.9133337910492,50877.61761126128,1223.5242930564,good,NT,Main,70.0,120,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,n,0.0
15392,traveldelay_15min_t2,4.946906021645186,2021-11-19,1948,19,Slight,Friday,weekday,peak,No,Clear,Not raining,Good,3,2,vehicle-vehicle,1107.2528112160007,1108.8172718929873,1240.8125880776154,735.9133337910492,50877.61761126128,1223.5242930564,good,NT,Main,70.0,120,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,n,0.0
15392,traveldelay_15min_t3,1.518684815172321,2021-11-19,1948,19,Slight,Friday,weekday,peak,No,Clear,Not raining,Good,3,2,vehicle-vehicle,1107.2528112160007,1108.8172718929873,1240.8125880776154,735.9133337910492,50877.61761126128,1223.5242930564,good,NT,Main,70.0,120,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,n,0.0
15392,traveldelay_15min_t4,2.133995573768937,2021-11-19,1948,19,Slight,Friday,weekday,peak,No,Clear,Not raining,Good,3,2,vehicle-vehicle,1107.2528112160007,1108.8172718929873,1240.8125880776154,735.9133337910492,50877.61761126128,1223.5242930564,good,NT,Main,70.0,120,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,n,0.0
15393,traveldelay_15min_t1,8.769933230788553,2021-11-19,2050,20,Slight,Friday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,1630.588692698096,381.9300191167857,933.506896095244,647.3088761467872,23459.79770159564,3402.95251363824,good,HKI,Secondary,50.0,60,3.847929813760197e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,n,0.0
15393,traveldelay_15min_t2,6.655017608310787,2021-11-19,2050,20,Slight,Friday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,1630.588692698096,381.9300191167857,933.506896095244,647.3088761467872,23459.79770159564,3402.95251363824,good,HKI,Secondary,50.0,60,3.847929813760197e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,n,0.0
15393,traveldelay_15min_t3,30.57640827890265,2021-11-19,2050,20,Slight,Friday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,1630.588692698096,381.9300191167857,933.506896095244,647.3088761467872,23459.79770159564,3402.95251363824,good,HKI,Secondary,50.0,60,3.847929813760197e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,n,0.0
15393,traveldelay_15min_t4,20.09520294399808,2021-11-19,2050,20,Slight,Friday,weekday,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,1630.588692698096,381.9300191167857,933.506896095244,647.3088761467872,23459.79770159564,3402.95251363824,good,HKI,Secondary,50.0,60,3.847929813760197e-05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,n,0.0
15428,traveldelay_15min_t1,36.88012116062752,2021-11-20,1155,11,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Daylight,2,1,vehicle-vehicle,673.5499698137558,207.5683291501175,293.30769943681383,1189.275964053187,16335.734004804792,1411.08983955556,good,NT,Secondary,50.0,60,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15428,traveldelay_15min_t2,29.09865072298445,2021-11-20,1155,11,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Daylight,2,1,vehicle-vehicle,673.5499698137558,207.5683291501175,293.30769943681383,1189.275964053187,16335.734004804792,1411.08983955556,good,NT,Secondary,50.0,60,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15428,traveldelay_15min_t3,49.43947255464129,2021-11-20,1155,11,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Daylight,2,1,vehicle-vehicle,673.5499698137558,207.5683291501175,293.30769943681383,1189.275964053187,16335.734004804792,1411.08983955556,good,NT,Secondary,50.0,60,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15428,traveldelay_15min_t4,32.26854727728884,2021-11-20,1155,11,Slight,Saturday,weekend,non-peak,No,Clear,Not raining,Daylight,2,1,vehicle-vehicle,673.5499698137558,207.5683291501175,293.30769943681383,1189.275964053187,16335.734004804792,1411.08983955556,good,NT,Secondary,50.0,60,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15459,traveldelay_15min_t1,4.966536029835131,2021-11-20,2051,20,Slight,Saturday,weekend,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,992.1371162360456,55.30303988618154,211.82188025197016,1131.0322668403169,25526.87524269591,1134.130647063,good,HKI,Main,70.0,75,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15459,traveldelay_15min_t2,2.9180133302245586,2021-11-20,2051,20,Slight,Saturday,weekend,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,992.1371162360456,55.30303988618154,211.82188025197016,1131.0322668403169,25526.87524269591,1134.130647063,good,HKI,Main,70.0,75,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15459,traveldelay_15min_t3,18.393132996809147,2021-11-20,2051,20,Slight,Saturday,weekend,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,992.1371162360456,55.30303988618154,211.82188025197016,1131.0322668403169,25526.87524269591,1134.130647063,good,HKI,Main,70.0,75,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15459,traveldelay_15min_t4,6.771002294580882,2021-11-20,2051,20,Slight,Saturday,weekend,peak,No,Clear,Not raining,Good,2,1,vehicle-vehicle,992.1371162360456,55.30303988618154,211.82188025197016,1131.0322668403169,25526.87524269591,1134.130647063,good,HKI,Main,70.0,75,4.809912267200247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15471,traveldelay_15min_t1,17.146883082345145,2021-11-21,205,2,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Good,2,2,vehicle-vehicle,3342.6856370503588,3418.210474473937,3424.3225919013857,2099.291312552964,82172.80921864577,576.802575988,good,NT,Main,100.0,120,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y,0.0
15471,traveldelay_15min_t2,4.799757046910541,2021-11-21,205,2,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Good,2,2,vehicle-vehicle,3342.6856370503588,3418.210474473937,3424.3225919013857,2099.291312552964,82172.80921864577,576.802575988,good,NT,Main,100.0,120,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y,0.0
15471,traveldelay_15min_t3,1.416102843751868,2021-11-21,205,2,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Good,2,2,vehicle-vehicle,3342.6856370503588,3418.210474473937,3424.3225919013857,2099.291312552964,82172.80921864577,576.802575988,good,NT,Main,100.0,120,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y,0.0
15471,traveldelay_15min_t4,0.7789210669328566,2021-11-21,205,2,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Good,2,2,vehicle-vehicle,3342.6856370503588,3418.210474473937,3424.3225919013857,2099.291312552964,82172.80921864577,576.802575988,good,NT,Main,100.0,120,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,y,0.0
15482,traveldelay_15min_t1,2.183609890459983,2021-11-21,1023,10,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,203.46476617385423,73.97166342271667,847.8498687801002,2488.289508985162,45829.45791667136,275.542547848,bad,HKI,Secondary,50.0,50,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,n,0.0
15482,traveldelay_15min_t2,1.796223505463577,2021-11-21,1023,10,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,203.46476617385423,73.97166342271667,847.8498687801002,2488.289508985162,45829.45791667136,275.542547848,bad,HKI,Secondary,50.0,50,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,n,0.0
15482,traveldelay_15min_t3,1.7681529953365167,2021-11-21,1023,10,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,203.46476617385423,73.97166342271667,847.8498687801002,2488.289508985162,45829.45791667136,275.542547848,bad,HKI,Secondary,50.0,50,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,n,0.0
15482,traveldelay_15min_t4,6.575714598252981,2021-11-21,1023,10,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Not lit,2,1,vehicle-vehicle,203.46476617385423,73.97166342271667,847.8498687801002,2488.289508985162,45829.45791667136,275.542547848,bad,HKI,Secondary,50.0,50,3.847929813760197e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,n,0.0
15501,traveldelay_15min_t1,16.594495400000923,2021-11-21,1350,13,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Daylight,4,2,vehicle-vehicle,783.9824009404915,844.3185322379258,778.2380739133828,832.2315065071066,93912.02971454203,1090.28008137055,good,NT,Main,50.0,120,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15501,traveldelay_15min_t2,3.519844997076388,2021-11-21,1350,13,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Daylight,4,2,vehicle-vehicle,783.9824009404915,844.3185322379258,778.2380739133828,832.2315065071066,93912.02971454203,1090.28008137055,good,NT,Main,50.0,120,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15501,traveldelay_15min_t3,9.735934354602849,2021-11-21,1350,13,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Daylight,4,2,vehicle-vehicle,783.9824009404915,844.3185322379258,778.2380739133828,832.2315065071066,93912.02971454203,1090.28008137055,good,NT,Main,50.0,120,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15501,traveldelay_15min_t4,2.5178244340686784,2021-11-21,1350,13,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,Daylight,4,2,vehicle-vehicle,783.9824009404915,844.3185322379258,778.2380739133828,832.2315065071066,93912.02971454203,1090.28008137055,good,NT,Main,50.0,120,6.733877174080345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15504,traveldelay_15min_t1,4.764483843738834,2021-11-21,1451,14,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,,2,1,vehicle-vehicle,798.6340873890878,637.5645873563807,465.38759617616375,502.8594265156904,40506.91835552379,75.822222,bad,KL,Main,70.0,60,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15504,traveldelay_15min_t2,21.115225841438736,2021-11-21,1451,14,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,,2,1,vehicle-vehicle,798.6340873890878,637.5645873563807,465.38759617616375,502.8594265156904,40506.91835552379,75.822222,bad,KL,Main,70.0,60,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15504,traveldelay_15min_t3,21.16672496829876,2021-11-21,1451,14,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,,2,1,vehicle-vehicle,798.6340873890878,637.5645873563807,465.38759617616375,502.8594265156904,40506.91835552379,75.822222,bad,KL,Main,70.0,60,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
15504,traveldelay_15min_t4,13.756558367978048,2021-11-21,1451,14,Slight,Sunday,weekend,non-peak,No,Clear,Not raining,,2,1,vehicle-vehicle,798.6340873890878,637.5645873563807,465.38759617616375,502.8594265156904,40506.91835552379,75.822222,bad,KL,Main,70.0,60,5.771894720640296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n,0.0
